ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Row0,Classify_Row1,Classify_Row2,Classify_Row3,Classify_Row4,Classify_Row5,Classify_Row6,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_NaturalSpots
5,7,13766,115.0,329.0,1.0,1.0013723131027679,0.2865226784799231,1.0,0.7783997738196211,0.8771140805118246,135.04643874954783,135.63554106501732,63.953107821277925,22.050444060836828,19.4164878389476,128.70470076885306,129.38440883066073,-89.99688914757925,444.0999999999988,0.9849390047579862,0,0,1,0,0,0,0,115.6790643614703,328.1986779020776,7,7
5,8,12880,333.0,332.0,1.0,1.0015205389706032,0.3068969718406571,1.0,0.7683130517776187,0.8797452529332749,131.0548384158051,132.3706916201619,62.16912416947821,21.406503820634594,18.867962264113206,125.12209421816141,124.73049138501595,-79.53391864771255,428.9279999999988,0.9837693335879317,0,0,1,0,0,0,0,333.0655279503106,330.83462732919253,8,8
5,9,11852,547.0,331.0,1.0,1.0012960024861615,0.2689283152622932,1.0,0.7773842319296864,0.8775894786646912,124.99110897817354,125.67418191498204,59.135437767890075,20.427619417949465,18.0,119.8938312392709,120.38646089783538,-68.08460114302837,411.9599999999989,0.9823049189838798,0,0,1,0,0,0,0,546.4714816064799,332.1074080323996,9,9
5,10,11582,760.0,334.0,1.0,1.0018699123504407,0.2713501950172258,1.0,0.7657520661157025,0.8493303981386169,123.63765229762478,125.15989773086265,57.688820407423826,19.887485507825904,17.46424919657298,117.87231376765783,118.99885244644612,81.48892567625762,413.95999999999896,0.9762306136210385,0,0,1,0,0,0,0,759.9614056294249,333.81756173372474,10,10
5,11,8437,936.0,347.0,1.0,1.2206375220839034,0.44741530560130627,-3.0,0.5958333333333333,0.20128076839844475,120.50813226517865,122.7721466783081,18.788294228055936,6.561139420727142,6.082762530298219,110.27686165945187,107.773592954265,47.51504674615392,725.7679999999979,0.7908328256080984,0,0,1,0,0,0,0,965.6151475643001,339.6411046580538,11,11
5,12,1652,1141.0,326.0,1.0,5.439933494006172,0.5163534496399844,4.0,0.1672064777327935,0.21831385519038354,114.71582747024742,105.77334257741882,11.704699910719626,4.052511905599448,3.605551275463989,78.76562144354149,98.23983201408456,-44.86285534412309,308.36799999999914,0.27769373003866193,0,0,1,0,0,0,0,1175.6549636803875,317.39830508474574,12,12
5,13,18391,119.0,531.0,1.0,1.009715591342804,0.4385240685170643,1.0,0.7609649122807017,0.8510656477952006,161.43247872075239,162.1172415260018,68.24954212300622,24.69730404366562,21.93171219946131,144.94772941407217,145.08250772670522,66.44366232743081,521.1059999999984,0.9751584082292744,0,0,0,1,0,0,0,118.27225273231473,538.7429177314991,13,13
5,14,12691,338.0,543.0,1.0,1.0053126584676517,0.37632787154132846,1.0,0.7520592592592592,0.8372374635074765,131.98928371985306,134.72935834479432,59.413803110051795,20.843863988563843,18.384776310850235,122.42901678500647,122.28629652160049,80.89548981950823,436.4439999999988,0.9786397285626158,0,0,0,1,0,0,0,336.9267985186353,542.3816878102592,14,14
5,15,12116,548.0,547.0,1.0,1.0011335389542215,0.23806956512854904,1.0,0.7635974034158947,0.8470701185179581,125.85450851018368,128.87590930814028,60.0,20.644568814106087,18.027756377319946,121.67202948344656,122.23595294114853,-81.41684218195898,423.95999999999896,0.979347694297377,0,0,0,1,0,0,0,548.5358204027732,545.5042093100033,15,15
5,16,11627,758.0,549.0,1.0,1.0018595540230368,0.164018432127747,1.0,0.762326252294781,0.8039679225350757,122.4011176635325,125.67020331009256,56.85068161420758,19.59954891731073,17.08800749063506,121.38018462866984,120.74347289562206,-49.77080840797904,426.30399999999884,0.9685534591194969,0,0,0,1,0,0,0,760.5586995785671,547.7027608153436,16,16
5,17,8595,995.0,522.0,1.0,1.1786055078607987,0.5559214751876743,0.0,0.6452702702702703,0.30575539849207484,123.30681724390313,126.0634760745554,24.413111231467404,8.550443298662707,8.0,107.51451672028018,102.49691910527325,-65.19724803251349,594.3479999999984,0.8224880382775119,0,0,0,1,0,0,0,974.3100639906922,547.7724258289703,17,17
5,18,6616,1210.0,570.0,1.0,1.457971797658453,0.5505351336599199,1.0,0.5239980991604626,0.24810943227554566,120.11501201703685,119.75391434103521,23.769728648009426,7.439875168351576,6.708203932499369,104.41796166480192,100.2734527833469,85.98906981311983,578.8699999999981,0.6798191533086723,0,0,0,1,0,0,0,1194.34915356711,555.9359129383313,18,18
5,19,17910,120.0,757.0,1.0,1.002989406395826,0.36169896456574585,1.0,0.7810047095761381,0.869642981563659,156.14472455212552,156.69716015295236,71.80529228406496,25.07867235273901,22.02271554554524,144.76732226668435,145.57293693276617,80.7917548011492,508.72399999999845,0.9855550969872056,0,0,0,0,1,0,0,119.68972640982692,756.0361809045227,19,19
5,20,13527,338.0,753.0,1.0,1.0042193448998782,0.38400819993411334,1.0,0.7770565257352942,0.8697017105106939,136.40447239938828,136.34148304899725,61.032778078668514,21.604815592990672,19.1049731745428,126.0282636682869,125.94629817717241,81.15547979652266,442.0999999999988,0.98064375815572,0,0,0,0,1,0,0,338.21771272270274,757.4275892659126,20,20
5,21,11183,549.0,759.0,1.0,1.001397621523582,0.28481534744939857,1.0,0.7768130036121145,0.8693249246915193,121.69917584751018,122.38463955905577,57.87054518492115,19.885900333531023,17.46424919657298,116.73340805162458,116.65868807891006,80.40356990450191,402.061999999999,0.9812231288935687,0,0,0,0,1,0,0,548.9733524099079,758.5187337923634,21,21
5,22,10474,768.0,767.0,1.0,1.013359128354309,0.15278191432684424,-1.0,0.7522803993392229,0.5871988541728621,116.7376241673061,121.8400590938793,43.60045871318328,14.4947941705473,12.206555615733702,114.693481046634,115.36711613503735,57.2956631307224,473.4439999999987,0.9503674802649488,0,0,0,0,1,0,0,760.7068932594997,760.9599961810196,22,22
5,23,8175,977.0,760.0,1.0,1.1533616926995325,0.34689088420369,-4.0,0.5821820253525138,0.24027843863074094,112.83564540624882,123.08127396155761,17.72004514666935,6.818399007395153,6.4031242374328485,104.83358240563946,105.82917167223002,-40.702491469741375,653.8699999999981,0.8158275535152937,0,0,0,0,1,0,0,972.9865443425076,756.0496636085627,23,23
5,24,1314,1195.0,765.0,1.0,1.5845937178281122,0.855864079613243,1.0,0.49250374812593706,0.4643852874412276,64.62952134663873,62.64982043070834,13.152946437965905,5.022676699739229,4.242640687119285,33.324726680243884,33.42644075060153,33.19824681511478,188.56599999999983,0.7729411764705882,0,0,0,0,1,0,0,1186.6514459665145,762.4200913242009,24,24
5,25,15287,121.0,971.0,1.0,1.0016088843597992,0.3068105906253202,1.0,0.7748884833738848,0.8761835745641837,142.77195041848756,143.17122615944868,66.91038783328041,23.258962027353547,20.518284528683193,134.94732486346248,135.88614389711256,-84.92057670111362,468.23999999999864,0.9848284747946531,0,0,0,0,0,1,0,121.7473670438935,970.6635049388369,25,25
5,26,11948,335.0,973.0,1.0,1.0044412676765735,0.40314117374926356,1.0,0.7788787483702738,0.8836593735749969,128.7407425740085,129.2594290564522,58.0,20.501789926718665,18.027756377319946,117.0,117.81552000264315,-89.24281062861823,412.2019999999989,0.9821215733015495,0,0,0,0,0,1,0,336.5653665885504,970.6769333779712,26,26
5,27,11251,550.0,973.0,1.0,1.00252128169617,0.30235548757718433,1.0,0.7500666666666667,0.8533911777405437,122.46582534730102,125.02799686470227,57.30619512757761,19.660098559678023,17.26267650163207,117.23650600495122,116.73384137087018,89.07440386463664,407.0299999999989,0.9766069181025128,0,0,0,0,0,1,0,549.4443160607946,973.5814594258288,27,27
5,28,10858,780.0,984.0,1.0,1.0197774907357857,0.33119187238799186,0.0,0.7297043010752688,0.5817184369195245,121.92476090805404,123.40583454602137,42.0,14.258163885012994,12.529964086141668,116.62801511056185,115.04374542541719,60.78288149144495,484.3099999999985,0.9470149579172302,0,0,0,0,0,1,0,764.8874562534537,974.544667526248,28,28
5,29,8064,977.0,1001.0,1.0,1.2355418362705524,0.553817746670768,-5.0,0.550782050406393,0.14266773215612003,122.20454363252588,123.0,19.1049731745428,5.813862467765283,5.0990195135927845,105.95917334701254,101.75213685232633,36.15149628060155,842.7859999999968,0.7499302520226914,0,0,0,0,0,1,0,977.1626984126984,975.210193452381,29,29
5,30,2658,1229.0,945.0,1.0,3.6419635831837143,0.6148613648804655,5.0,0.23868534482758622,0.14975088917638088,123.07786244499275,119.10499569707393,12.083045973594572,4.158152243135987,3.605551275463989,87.91938838489564,97.06353648289598,-27.357809357192668,472.2779999999985,0.3472240365774003,0,0,0,0,0,1,0,1195.778404815651,986.1015801354401,30,30
5,31,13339,123.0,1185.0,1.0,1.0019685071814588,0.32163123645260694,1.0,0.7719328703703704,0.8733465927000661,133.7229458400929,135.34031180694095,62.80127387243033,21.710746527619808,19.1049731745428,127.0,126.61757849075892,-86.86674707242844,438.0999999999988,0.9844280442804431,0,0,0,0,0,0,1,122.81265462178574,1184.293725166804,31,31
5,32,11849,344.0,1186.0,1.0,1.007065105637278,0.3994093893016628,1.0,0.7779017857142857,0.8267877379467544,128.26940380074947,127.88275880665071,54.78138369920935,19.88978290044755,17.69180601295413,117.87168664812741,117.59388459074877,84.98813726568196,424.3739999999989,0.9752664718712705,0,0,0,0,0,0,1,339.63811292092157,1183.7462233099839,32,32
5,33,11042,551.0,1186.0,1.0,1.0018441541338678,0.28014406684045,1.0,0.7670186162823006,0.8633902909073701,120.87398480493319,122.37646832622684,56.515484603779164,19.63946384455344,17.204650534085253,116.49797228611985,116.03394493105048,82.50602484426639,400.88999999999896,0.9780336581045173,0,0,0,0,0,0,1,550.7360079695708,1185.1506067741352,33,33
5,34,10684,752.0,1193.0,1.0,1.0135739669397203,0.21111913237488736,-1.0,0.741995971942496,0.5661694920424709,118.55195242492329,121.49485585818027,40.792156108742276,13.447953952008938,11.40175425099138,116.22054631008832,115.87983146248888,-76.52782790683514,486.9659999999985,0.9497733131833945,0,0,0,0,0,0,1,763.6024897042306,1188.0147884687383,34,34
5,35,5411,990.0,1183.0,1.0,1.7687857772789601,0.599262820687019,0.0,0.3919878296146045,0.10864213171587772,121.67255864685256,123.664869708418,13.0,4.494203070821342,4.123105625617661,91.92388155425118,97.40525326073364,52.77827619454661,791.1239999999973,0.591818877830034,0,0,0,0,0,0,1,978.7083718351506,1185.6961744594346,35,35
5,36,1488,1200.0,1208.0,1.0,8.825701096894353,0.6122022587074462,6.0,0.12112332112332112,0.15310101951231128,143.19309912869332,123.71337841963576,10.0,3.4183436962840057,3.0,86.91649917049293,113.22295592416357,-18.16546880730905,349.47599999999903,0.18617453862996558,0,0,0,0,0,0,1,1185.8817204301076,1182.3810483870968,36,36
6,1,17998,100.0,103.0,1.0,1.0086018183177985,0.4647788590766278,1.0,0.7590249662618084,0.8598638303623519,160.66873317934227,160.0312469488381,70.49113419430843,25.010283341535217,22.02271554554524,141.7217165568503,142.26040173440649,52.43326383064955,512.8639999999984,0.9856516976998905,0,1,0,0,0,0,0,104.25841760195577,108.92199133237027,1,1
6,2,15398,315.0,99.0,1.0,1.0085014251507796,0.4618621345947531,1.0,0.7636760402717849,0.890912899738753,148.49885475085466,148.00337833982033,64.66065264130884,23.152917312201733,20.518284528683193,129.98577436958837,131.71131589638765,49.73003856771707,466.03599999999847,0.9853774037692379,0,1,0,0,0,0,0,319.7402909468762,104.68489414209638,2,2
6,3,14548,530.0,97.0,1.0,1.0047066518657453,0.3962987487170632,1.0,0.7639151438773367,0.8595894185050305,141.85694379001853,143.40502083260543,64.4980619863884,22.53321327498214,19.924858845171276,129.83890226176646,130.24192647322326,45.66521462401519,461.1699999999987,0.9827405681088931,0,1,0,0,0,0,0,532.3610805609019,99.39641187792137,3,3
6,4,13591,741.0,92.0,1.0,1.004421546345699,0.3625506409216366,1.0,0.7625967904836719,0.84148173458385,136.15290794928836,137.3608386695422,61.35144660071187,21.45052716971541,18.973665961010276,128.53831308615528,126.8896185997183,43.116657173511086,450.51399999999876,0.9739859538483587,0,1,0,0,0,0,0,744.264734015157,94.07343094695018,4,4
6,5,10795,961.0,53.0,1.0,1.1885731443405918,0.29179788211815083,-1.0,0.6247106481481481,0.2337850345920434,130.39556291661725,136.1653406708183,26.627053911388696,8.29041394802241,7.810249675906654,123.17416569720221,124.72074839961728,-79.43987622329794,761.7419999999975,0.8110443275732533,0,1,0,0,0,0,0,955.5601667438629,85.01713756368689,5,5
6,6,5625,1190.0,96.0,1.0,1.9963165180237246,0.6133742158019264,2.0,0.44221698113207547,0.28072524051228637,132.47679203904698,126.57013865837392,21.587033144922902,7.351779112533279,6.708203932499369,101.23876991583268,104.62916657252867,-76.72256919888763,501.7939999999984,0.5830828236757541,0,1,0,0,0,0,0,1182.2595555555556,85.04888888888888,6,6
6,7,16446,102.0,317.0,1.0,1.0125232295901787,0.5060690670395075,1.0,0.7459856663340289,0.8659751966551864,155.64627898738524,153.83757668398187,66.37017402418047,23.77510949537645,21.02379604162864,132.64420555995218,134.24381927553802,52.12731219769548,488.5199999999984,0.9845545977011494,0,0,1,0,0,0,0,107.74583485345981,324.4280676152256,7,7
6,8,14312,318.0,315.0,1.0,1.0090517696208277,0.46950523889095896,1.0,0.7461161505578147,0.8666311123120711,143.49516592291195,143.05593311708537,62.433965115151864,22.269392105101026,19.697715603592208,126.39999999999999,126.69614180984023,42.77947824108284,455.5519999999986,0.9841160695867428,0,0,1,0,0,0,0,322.37926215762997,319.5869899385131,8,8
6,9,13196,530.0,312.0,1.0,1.0060150697810355,0.4133246950913968,1.0,0.7404331724834474,0.8354673047682124,135.70562970953193,135.4289481610191,60.74537019394976,21.3069555609333,18.788294228055936,122.45724343863141,123.5713360303599,40.940179167087436,445.51399999999876,0.9781335705284999,0,0,1,0,0,0,0,533.5240224310397,314.3900424371021,9,9
6,10,11811,734.0,321.0,1.0,1.0063215959532161,0.1594539789393963,0.0,0.744,0.7494073651058305,123.59304295860218,127.38916751435343,44.04543109109048,16.232219978468144,14.560219778561036,120.0925924827621,122.0117148297353,-55.68985681838674,445.0299999999987,0.9658979391560355,0,0,1,0,0,0,0,743.008551350436,305.97849462365593,10,10
6,11,7129,969.0,331.0,1.0,1.4959031094702264,0.5211939191173274,1.0,0.499439540423147,0.16792929444789184,125.1370733136538,127.12198865656563,18.601075237738275,6.126701714941052,5.656854249492381,108.41342439124084,106.79676867944319,56.767504035706786,730.3919999999978,0.6643679232095429,0,0,1,0,0,0,0,961.6218263431057,300.0169729274793,11,11
6,12,4660,1197.0,297.0,1.0,2.1873479821145483,0.6863293548664156,3.0,0.352816474863719,0.1345828482561608,130.07577014172563,126.77539193392383,12.36931687685298,4.7381300464351375,4.242640687119285,103.0,94.60292066392964,74.80893033433772,659.6339999999977,0.4942723801442512,0,0,1,0,0,0,0,1177.134763948498,294.0092274678112,12,12
6,13,16650,105.0,531.0,1.0,1.0077076192845842,0.44757287005888674,1.0,0.7550335570469798,0.8560562759032692,153.7950432352252,153.16984037335808,68.41052550594829,24.05542920815513,21.213203435596427,137.90143174763915,137.53082731292463,44.64165318554105,494.3799999999984,0.9842170597623692,0,0,0,1,0,0,0,108.32432432432432,534.7884684684685,13,13
6,14,14976,320.0,528.0,1.0,1.0085262851243304,0.46140031320891517,1.0,0.7479772250524424,0.8565866725454954,146.43554380273176,145.83552379307312,64.03124237432849,22.76640140969967,20.12461179749811,129.4005409571382,129.9164517341589,42.04302703773012,468.72399999999857,0.983451536643026,0,0,0,1,0,0,0,324.2650908119658,532.3235176282051,14,14
6,15,13722,534.0,525.0,1.0,1.0040326289424657,0.35402030644939664,1.0,0.7643716577540107,0.8520721738907527,136.55739196345834,136.88316185711082,62.64982043070834,21.86885721525204,19.235384061671343,127.9863273947651,127.71362607813198,40.3666009695033,449.85799999999875,0.9818611140925192,0,0,0,1,0,0,0,536.1614196181315,526.5008745080892,15,15
6,16,12705,745.0,521.0,1.0,1.0013644052364399,0.16144496594832414,1.0,0.7816537467700259,0.8534620097602591,127.88651157972573,129.80754985747168,60.81118318204309,20.81638314525158,18.35755975068582,125.0,126.20886010438842,-3.0187516950270763,432.51399999999876,0.9756191207525436,0,0,0,1,0,0,0,745.1515938606848,519.9607241243605,16,16
6,17,10530,976.0,528.0,1.0,1.1580157649194873,0.34418403507899575,-1.0,0.6428571428571429,0.25880212782017553,128.24180333721563,132.9699214108213,30.805843601498726,9.041116703431848,8.0,118.41948154295821,120.40651188844035,-71.21011738497427,715.0479999999977,0.8454096583838466,0,0,0,1,0,0,0,960.6210826210826,516.4216524216524,17,17
6,18,4535,1213.0,534.0,1.0,2.3636179367284345,0.5107058843218905,3.0,0.34623606657504963,0.15547762187241,125.06648487247254,122.494897852931,14.317821063276353,5.134763580373373,4.47213595499958,102.82580885687726,107.52659677564479,70.51931085487013,605.4239999999979,0.4945474372955289,0,0,0,1,0,0,0,1166.5342888643881,509.096802646086,18,18
6,19,16633,107.0,744.0,1.0,1.0108199808150238,0.4902755351556021,1.0,0.764735632183908,0.8754561894852769,155.6956350859204,155.30936868070773,67.62396025078685,23.983599722268917,21.18962010041709,136.45624827140637,135.69925476925167,39.14967506661216,488.6219999999985,0.9851922051768051,0,0,0,0,1,0,0,111.91865568448266,748.683159983166,19,19
6,20,14263,322.0,740.0,1.0,1.0063219910212902,0.4295140574537355,1.0,0.7655931293612454,0.8763605138282178,141.63223247301784,141.48498153514387,63.63961030678928,22.347636170191702,19.72308292331602,127.83481381314525,127.90242823327264,38.84070989088155,452.23999999999864,0.9840963190395697,0,0,0,0,1,0,0,325.6209773539928,743.387436023277,20,20
6,21,12903,535.0,737.0,1.0,1.0013916753936227,0.2734183111571533,1.0,0.7695014312977099,0.8693979724203579,130.4998097751811,132.00378782444085,61.26989472816156,21.23651226906885,18.681541692269406,124.98897656311568,125.52714410635805,17.422074461062316,431.8579999999988,0.9810675182481753,0,0,0,0,1,0,0,534.8852979927149,737.9521816631791,21,21
6,22,11526,770.0,738.0,1.0,1.0186934842362025,0.2699050108941262,-1.0,0.7202849643794526,0.6010484653615795,124.3438238287205,126.73200069437868,34.92849839314596,13.101002337940177,12.083045973594572,120.84728118435187,119.72904570482439,40.005526859298385,490.8959999999985,0.9354000973867879,0,0,0,0,1,0,0,747.1490543119903,733.3334200937012,22,22
6,23,9024,937.0,706.0,1.0,1.360155561186842,0.42365142197108463,-2.0,0.5684409448818898,0.13323080298322426,130.80051789095086,128.9961239727768,18.027756377319946,5.823742653358316,5.385164807134504,116.36142343164852,118.48241825344354,14.407684564785677,922.575999999997,0.7493771798704534,0,0,0,0,1,0,0,961.5561835106383,728.4753989361702,23,23
6,24,3587,1216.0,700.0,1.0,3.5225347565514467,0.634951485355834,5.0,0.2657037037037037,0.14913919863824582,141.6998450227384,132.03408650799233,13.0,4.753952099983463,4.123105625617661,97.77607318666914,109.4705003723288,-16.293590396150783,549.7619999999982,0.3888979237816447,0,0,0,0,1,0,0,1186.4231948703653,724.2829662670755,24,24
6,25,16432,110.0,957.0,1.0,1.0092403540352488,0.4738519198490495,1.0,0.7708763370238318,0.8653726396914584,153.94070632607443,153.8083222715858,67.88225099390856,23.909221871222705,21.095023109728988,135.7645019878171,135.56088507268424,46.26160478005848,488.48199999999855,0.9850728373598707,0,0,0,0,0,1,0,113.80598831548198,961.0866601752678,25,25
6,26,13615,321.0,951.0,1.0,1.0037308876388238,0.3393667316202015,1.0,0.7815729047072331,0.8357912942645359,135.63682402455694,137.13132391981054,62.12889826803627,21.67443732526494,19.1049731745428,127.90308831298798,127.58734080281799,28.05623869504589,452.44399999999877,0.979390713232385,0,0,0,0,0,1,0,324.1308850532501,953.8613294160853,26,26
6,27,12538,536.0,952.0,1.0,1.0018055684486802,0.2934887226328159,1.0,0.7775503875968992,0.8707555420247708,129.05061999616922,131.03434664239754,60.876925020897694,20.91790228081963,18.384776310850235,122.82004051839901,123.36755792690843,19.791448331047416,425.37399999999894,0.9812945135790876,0,0,0,0,0,1,0,536.1237039400223,952.0763279629925,27,27
6,28,11615,760.0,954.0,1.0,1.0329958488311002,0.3148950203720847,0.0,0.7316535433070867,0.5195392253315102,126.56200506722995,128.3160161476345,45.17742799230607,15.584859966697087,13.038404810405298,121.08163764906116,120.12335377869825,-66.39371132044087,530.0359999999984,0.9394588910907107,0,0,0,0,0,1,0,750.1071028842015,947.9422298751614,28,28
6,29,7910,981.0,986.0,1.0,1.3456290964234447,0.28079853665897153,-1.0,0.5022860045720091,0.13157848643416373,118.57908055245814,126.66885963013956,15.033296378372908,5.6254572484149055,5.0990195135927845,113.44074417520537,113.80825674624292,-58.832617827728455,869.1619999999969,0.7078299776286351,0,0,0,0,0,1,0,966.1720606826801,946.765992414665,29,29
6,30,2785,1219.0,932.0,1.0,3.9036660591888364,0.7041817368236714,5.0,0.2363975893387658,0.17750493704707973,135.4365690925284,126.90941651429968,15.0,4.839343127540508,4.123105625617661,90.77814787242325,96.16264237421642,-27.374985765054966,444.0299999999988,0.3525316455696202,0,0,0,0,0,1,0,1188.3159784560144,932.223698384201,30,30
6,31,14596,111.0,1169.0,1.0,1.0014443536277076,0.2841228686925036,1.0,0.7778310684785505,0.8620441971277054,139.010562694127,140.13208055259867,66.37017402418047,22.73214485000078,20.0,133.64318164425748,133.28164246033398,28.25650682490536,461.2719999999988,0.9840552840047194,0,0,0,0,0,0,1,112.00205535763223,1169.592354069608,31,31
6,32,12877,326.0,1165.0,1.0,1.0004093515916728,0.16344494733405632,1.0,0.7798570736434108,0.8743387160780417,128.70843802756312,129.80754985747168,62.42595614005443,21.35726051841752,18.788294228055936,126.88454801349991,126.97762569302688,16.17512504312592,430.2019999999988,0.9832022600595556,0,0,0,0,0,0,1,325.40180166187776,1165.294167896249,32,32
6,33,11781,538.0,1164.0,1.0,1.0012481204460295,0.17577665622855485,1.0,0.7600645161290323,0.8564755489834852,123.29574498278879,125.41929676090518,58.249463516842795,20.1573054754239,17.72004514666935,120.43534046481835,121.37603913995679,-15.69560602103179,415.75599999999883,0.9759754784193522,0,0,0,0,0,0,1,537.9477124183006,1163.3080383668619,33,33
6,34,10878,783.0,1166.0,1.0,1.051086861267708,0.28820624032315445,-4.0,0.7190164584572675,0.32343167771265824,123.03125168158431,124.91997438360288,26.076809620810597,9.240999803276079,8.54400374531753,120.05513439298483,117.81083383503712,78.24097979705066,650.1119999999978,0.9167368953311985,0,0,0,0,0,0,1,751.1625298768156,1160.444934730649,34,34
6,35,6584,970.0,1175.0,1.0,1.5183356437884497,0.5523123187202591,4.0,0.4690795098318609,0.09307615366219864,122.34835678514393,120.41594578792295,16.0,4.868286161872768,4.242640687119285,111.99332089949381,101.99415048107969,64.07185618929996,942.8239999999965,0.6115264942181767,0,0,0,0,0,0,1,962.6102673147024,1156.3224483596598,35,35
6,36,2677,1229.0,1161.0,1.0,4.9298502790224,0.37422075907040275,8.0,0.20243496672716274,0.10683402429355635,134.18101816588438,125.2078272313676,10.44030650891055,3.6530912148472314,3.1622776601683795,107.35253871039832,124.43137820690221,88.33277844070311,561.1439999999981,0.26606370819460323,0,0,0,0,0,0,1,1181.75905864774,1156.59693686963,36,36
7,1,17162,74.0,97.0,1.0,1.0007816293898353,0.24825512768979915,1.0,0.7731675451637608,0.8711657827242866,149.93322124472863,151.07613974417006,72.18032973047436,24.658734404381654,21.633307652783937,145.07609038018634,145.239514434034,73.34475043487217,497.55199999999854,0.9848502238035118,0,1,0,0,0,0,0,74.57982752592937,97.71734063628948,1,1
7,2,14860,293.0,97.0,1.0,1.001004260113578,0.2607602743327222,1.0,0.7918998134825473,0.8821129684081052,139.7676638493523,142.67795905464865,67.11929677819934,22.930873450840085,20.09975124224178,134.0,134.93220355896304,-85.93125659670825,460.0999999999988,0.9843993243019443,0,1,0,0,0,0,0,293.6247644683715,96.37462987886944,2,2
7,3,14349,508.0,95.0,1.0,1.0006355382650025,0.24175923175127936,1.0,0.7874979419351298,0.8757632930733391,136.98182261635912,138.27870407260838,66.09841147864296,22.510289601631467,19.849433241279208,132.0,132.91843060258321,88.9906702202335,453.7559999999987,0.984426454445664,0,1,0,0,0,0,0,508.20844658164333,94.9758171301136,3,3
7,4,13673,740.0,81.0,1.0,1.0025119429332738,0.24589515090312564,0.0,0.7730099502487562,0.7885592166615516,133.9132980022343,136.12494260788506,44.294469180700204,17.229551701725736,16.1245154965971,129.59144763050173,129.80168206658183,-89.71048866875793,466.7879999999988,0.971576778227812,0,1,0,0,0,0,0,723.2839172090983,93.25349228406348,4,4
7,5,11608,935.0,123.0,1.0,1.145314174781978,0.42080409579641725,-4.0,0.6470457079152732,0.2216198180382902,136.0370237780208,138.7515765676196,26.92582403567252,8.079346540937907,7.280109889280518,126.05659636340204,123.40619535006242,-86.30261434525983,811.2959999999973,0.8490655743700396,0,1,0,0,0,0,0,935.8026361130255,91.32288077188146,5,5
7,6,5572,1113.0,45.0,1.0,2.2353047009896048,0.42066556700821145,4.0,0.4303699698771916,0.1360385221938844,131.66994689386448,133.2066064427737,15.524174696260024,5.24567618882655,5.0,104.1717378791515,119.45305424532367,-79.61832083787026,717.4299999999976,0.512297154415483,0,1,0,0,0,0,0,1136.8975233309404,71.27117731514717,6,6
7,7,15739,82.0,314.0,1.0,1.0006286205637127,0.23648090296631627,1.0,0.780704365079365,0.8707792736375365,143.36503435445437,144.83784035948617,68.8839603971781,23.599706820351184,20.808652046684813,139.0,139.29864814686604,88.46483357075286,476.5839999999987,0.9839334833708429,0,0,1,0,0,0,0,82.334773492598,313.9622593557405,7,7
7,8,14433,299.0,314.0,1.0,1.0006915957181766,0.2510878639035066,1.0,0.7804996755353667,0.899377995646832,137.54870363410845,138.6001443000692,66.06814663663572,22.711029977079065,20.0,133.0,133.14223452436056,-82.9982664219054,449.0679999999987,0.9870742716454657,0,0,1,0,0,0,0,299.64643525254627,312.8068315665489,8,8
7,9,12921,514.0,310.0,1.0,1.0007575345822968,0.2289887287272745,1.0,0.7649635900775561,0.8494576083292689,129.7991274186339,132.13629327327143,62.609903369994115,21.340066510871875,18.788294228055936,126.0,126.35024440962013,89.90043310293441,437.20199999999886,0.9806094182825483,0,0,1,0,0,0,0,513.8990016252612,310.05138921136137,9,9
7,10,11530,760.0,318.0,1.0,1.031186092296697,0.3161021907673973,-5.0,0.7273989022774588,0.3661675754222326,126.01324208740694,130.13838787997952,26.1725046566048,9.27923210671263,8.602325267042627,120.0,119.55193165266785,72.51195842157527,629.0419999999981,0.939996738953204,0,0,1,0,0,0,0,728.5769297484823,307.88395490026016,10,10
7,11,7242,943.0,261.0,1.0,1.4079981612449204,0.4529408304347849,0.0,0.4490327380952381,0.08995373797578743,120.0776263449926,127.56566936288148,13.601470508735444,4.645862389766435,4.242640687119285,109.74015699092003,107.05407652473524,-42.465632767281576,1005.8299999999963,0.662580054894785,0,0,1,0,0,0,0,937.4855012427506,304.9252968793151,11,11
7,12,1891,1113.0,337.0,1.0,6.312304073332318,0.8453022093333556,6.0,0.2016206418594733,0.15782317838053841,153.5018470364664,122.09013064126027,11.180339887498949,3.8465269153112316,3.1622776601683795,78.92198141477176,82.01426781714315,-20.091075012149204,388.02999999999884,0.2733053909524498,0,0,1,0,0,0,0,1153.7514542570068,317.1401374933897,12,12
